id,graphics,matchmaking,store & microtransactions,technical_issue,mechanics,developer_support,event,community,hero_design,difficulty,review
47,0,0,0,0,0,2,0,0,0,0,rồi hiện tới cái gì mà cấm tôi chơi tới 2034 luôn vậy game ơi???
48,0,0,0,0,0,2,0,2,0,0,"chơi gặp toàn trẻ trâu phá game, tố cáo không được, game làm ăn kiểu gì ấy"
49,0,0,0,2,0,0,0,0,0,0,"tệ hại, sập đi, 2x đổ lên toàn map"
50,0,0,0,2,0,0,0,0,0,0,10 game hết 9 game map sáng thì xứng đáng game thủ sang mobile legends bang bang nhá
51,0,0,0,0,0,0,0,0,0,0,như phía
52,0,0,0,0,2,0,0,0,0,0,bị trừ uy tín vô lý
53,0,0,0,0,0,2,0,2,0,0,tệ hại game tệ hại toàn tài khoản phá game vô chơi xong không tố cáo được
54,0,0,0,2,0,0,0,0,0,0,hack map tràn lan
55,0,0,0,2,2,0,0,0,0,0,lỡ thoát game có một do điện thoại vậy mà nó cũng tính afk đã vậy vô lại game còn vô lâu không biết thông cảm thì thôi đi
56,0,0,0,2,0,0,0,0,0,0,tệ hại lúc nào load sự kiện sau người khác
57,0,0,0,0,0,0,0,0,0,0,game tệ hại
58,0,0,0,2,0,0,0,0,0,0,game chơi suốt ngày thoát
59,0,0,0,0,0,0,0,0,0,0,liên quân như tệ hại
60,0,0,0,0,0,0,0,0,0,0,tệ hại
61,0,0,0,2,0,0,0,0,0,0,tự nhiên không vô được
62,0,0,0,2,0,0,0,0,0,0,game lỗi rất nhiều
63,0,0,0,2,0,0,0,0,0,0,"chịu game, vô game tải tới 78 là treo không vô luôn"
64,0,2,0,0,0,0,0,0,0,0,ghép trận như tệ hại ghép lệch trình chơi không được gì
65,0,0,0,2,0,0,0,0,0,0,vô cái bị văng ra hơi nhiều nha. rồi bị văng tài khoản nữa nha. tôi nhắc nhở lần cuối
66,0,0,0,0,0,0,0,0,0,0,tệ hại của xã hội
67,0,0,0,2,0,1,0,0,0,0,đang chơi bình thường cái bị lỗi ơ hay mong nhà phát hành xem lại giúp em cái!!
68,0,2,0,0,0,0,0,2,0,0,chịu game ghép toàn bộ phá game
69,0,0,2,2,0,0,0,0,0,0,game garena liên quân ngu quá uy tín 3.6.1 cũng bị trừ game này chán
70,0,0,0,0,0,0,0,0,0,0,game càng ngày càng tệ hại
71,0,2,0,0,0,0,0,0,0,0,ghép rank như tệ hại vô cùng
72,0,2,0,2,0,2,0,2,0,0,game càng ngày càng tệ mạng full cây vẫn kêu mạng không ổn định 5g cũng kêu không ổn định? ghép team thì toàn phá game tệ hại trẻ trâu team bạn thì toàn rank cao? game thì lỗi tùm lum không thèm khắc phục rất tệ 1 sao là may rồi nhé?
73,0,0,0,0,0,0,0,0,0,0,game không hay
74,0,0,0,2,0,0,0,2,0,0,khi thoát ra vào lại game đang trong trận thì rất lâu và trừ uy tín khi tố cáo trong khi mọi người không afk phá game
75,0,0,0,2,0,0,0,0,0,0,đã tải gói tài nguyên xong nhưng một hai ngày lại bị xóa và phải tải lại. đã lag rồi còn phải tốn thời gian tải
76,0,0,0,2,0,0,0,0,0,0,vào game cứ đứng im hoài
77,0,2,0,0,0,0,0,2,0,0,tệ hại game rank như tệ hại ý đánh fisst 0 10 0 8 bố cày thuê không cứu được đánh toàn gặp tệ hại và bot
78,0,0,0,0,0,2,0,2,0,0,game kiểu có mấy thành phần tệ hại vô cùng game chơi vui mà cứ chửi rồi phá game mà tố cáo thì không phát hiện hành vi
79,0,0,0,2,0,2,0,0,0,0,bị hack tài khoản yêu cầu hỗ trợ tài khoản
80,0,0,0,0,0,0,0,0,0,0,game lỗi
81,0,2,0,0,0,0,0,0,0,0,cơ chế ghép trận như tệ hại
82,0,0,0,2,0,0,0,0,0,0,"dung lượng quá nhiều, quá lag, không tải được"
83,0,2,0,0,0,2,0,2,0,0,nhà sản xuất game xếp trận gì toàn gặp tệ hại
84,0,0,0,0,2,0,0,2,0,0,vì tính năng chat khóa mõm và nhiều con nít nên tao đã xóa game và chuyển qua chơi liên minh tốc chiến
85,0,0,0,0,0,0,0,0,0,0,game tệ hại
86,0,0,0,0,2,0,0,0,1,0,chiêu 2 yan không còn như xưa
87,0,2,0,0,0,0,0,0,0,2,chơi toàn thua
88,0,0,0,2,0,0,0,0,0,0,"game tệ hại, đăng nhập vào cứ bị văng"
89,0,0,0,0,0,0,0,0,0,0,game tệ hại không chơi thì hơn
90,0,0,2,0,0,0,0,0,0,0,garena ăn chặn tôi 100k
91,0,2,0,2,0,2,0,2,0,0,"game quá tệ trong việc xử lí tố cáo và hành vi phá game, afk từ đầu đến cuối game mà không được bù sao, rất là bức xúc. đang chơi game mạng full vạch tự nhiên văng game rồi khi load lại lại trừ 20 uy tín, không còn gì để nói"
92,0,0,0,0,0,0,0,0,0,0,game tệ hại
93,0,0,0,0,2,0,0,0,0,0,"đăng nhập nhiều vị trí cùng lúc nó có gây hại vô cùng gì mà sao trừ 20 uy tín, thà trừ afk thì không nói, tệ hại trừ nhảm thế"
94,0,0,0,0,2,0,0,0,0,0,game chơi tí trừ uy tín. có người khác vào tài khoản lúc đang chơi cũng trừ game tệ hại
95,0,0,0,0,0,0,0,0,0,0,dở
96,0,0,0,0,0,0,0,0,0,0,không nên chơi game này
97,0,2,2,0,0,2,0,2,0,0,game chơi mà có rất nhiều người chơi afk mà không xử lý thua thì mất sao không được bồi thường thì game sao tồn tại được tui chơi game lâu rồi mà vẫn không xử lý được tình huống này thì chịu rồi game thủ chơi nạp vip để trải nghiệm tốt hơn mà tui gắn bó với tựa game này khá lâu rồi giờ nói không phải điêu chứ giờ tui vip9 mà còn trải nghiệm không tốt thì sao game tồn tại lâu được
98,0,2,0,0,0,0,0,0,0,0,"game tệ hại, ghép rank như tệ hại"
99,0,0,0,0,0,0,0,2,0,0,game tệ hại toàn trẻ trâu game cho con nít
100,0,0,0,2,2,0,0,0,0,0,"game trừ uy tín không có lí do chính đáng,ngáo vô cùng"
101,0,0,0,2,2,0,0,0,0,0,game tệ hại thoát ra có 5 giây mà bắt vô lại sảnh rồi mới cho vô trận cho 1 sao là vừa
102,0,0,0,2,0,1,0,0,0,0,không đăng nhập bằng facebook được .mong xem xét lại
103,0,0,0,0,0,0,0,0,0,0,game càng ngày càng tệ
104,0,0,0,0,0,0,0,0,0,0,game tệ hại
105,0,2,0,0,0,1,0,0,0,0,"cần chỉnh lại hệ thống ghép trận , team toàn new mà team bạn toàn tuyển thủ"
106,0,0,0,0,0,0,0,0,0,0,game tệ hại
107,0,0,0,2,0,0,0,0,0,0,trò chơi này mình chơi cứ bị lag mãi không giết được ai
108,0,0,0,2,0,0,0,0,0,0,"đang chơi thì out, vô lại lâu. 1 sao nhé"
109,0,0,0,0,0,0,0,2,0,0,toàn tệ hại chơi game
110,0,2,0,0,0,0,0,0,0,0,ghép trận tệ hại
111,0,0,0,0,0,0,0,0,0,0,chẳng ok tí nào
112,0,0,0,0,0,0,0,0,0,0,game tệ hại
113,0,2,0,0,2,0,0,2,0,0,"cấp thấp toàn tệ hại, bút tơ như nàng tiên hạ phàn 1 nhảy 2 mạng, 2k vàng đấu với 7k vàng"
114,0,0,0,2,0,0,0,2,0,0,game quá tệ dung lượng thì chiếm quá nhiều vào game thì toxic chơi game gặp thể loại afk quá nhiều
115,0,0,0,2,0,0,0,0,0,0,mạng khỏe mà tệ hại vào được game
116,0,2,0,0,0,2,2,2,0,0,map liên tục vào cup cũng map mà không thể nào làm gì được tố cáo cũng không được gà xin hãy siết chặt hơn xin cảm ơn 1 sao là hết
117,0,2,0,0,0,0,0,2,0,0,game cho ghép trận toàn bot toàn phá game
118,0,0,0,2,0,0,0,0,0,0,lag vô cùng
119,0,2,0,0,0,0,0,0,0,0,game kiểu gì mà mới rank bạc kim 2 ghép với team bạn mùa trước có 2 cục vàng hayate với giulder còn team mình thì mấy không . không biết game có vấn đề gì không nữa chán chả muốn nói
120,0,0,0,0,0,0,0,0,0,0,khá lỗi
121,0,0,0,0,0,0,0,2,0,0,game tệ hại gặp toàn phá game tệ hại vô cùng
122,0,2,0,0,0,1,0,2,0,0,"đồng đội tệ hại ,afk ,tranh lane ,biết không phải tại nhà phát hành game nhưng làm ơn điều chỉnh lại cái cơ chế lập đội ngẫu nhiên đi ,gặp mấy thằng như thế thua liên tiếp 4 5 trận không giải trí còn sôi máu hơn. thắng bại tại đồng đội chứ kĩ năng tệ hại gì"
123,0,0,0,2,0,0,0,0,0,0,đang chơi mà cứ lỗi mạng bất định xong out. vậy sao chơi
124,0,2,0,0,0,1,0,2,0,0,game lôi kéo người chơi vậy mà chơi thắng 1 thua 1 team đánh tệ hại không team bạn toàn thằng có trình 3 không 6 trận rồi chưa lên cao thủ chơi gặp phá game tố cáo không được đi có 1 tí vô 9 uy tín còn thằng kia afk 5 phút trừ 6 uy tín game leo toàn gặp phá game làm thua leo đồng đội team bạn đánh hay team mình đánh như rank kc mong game chỉnh sửa
125,0,0,0,2,0,0,0,0,0,0,không đăng kí được
126,0,0,0,0,0,0,0,0,0,0,game tệ hại
127,0,0,0,2,0,0,0,0,0,0,tệ hại để máy tầm 30 giây quay lại để afk
128,0,0,0,2,0,2,0,0,0,0,"liên tục vào trận rồi, thì bị hắc ra vào lại thì chạy như rùa bò vào lại được thì hết trận, rồi trừ uy tín afk.bọn mày ngồi phòng máy lạnh suy nghĩ cách để trừ uy tín à"
129,0,0,0,0,0,0,0,0,0,0,tệ hại
130,0,0,0,2,0,0,0,0,0,0,lag đi lag lại chán chết đi được
131,0,0,0,2,0,0,0,0,0,0,chơi hay bị văng game thoát trận làm ảnh hưởng đến trải nghiệm chơi
132,0,0,0,2,0,0,0,0,0,0,"game ion, combat 3s thì đơ mất tệ hại 2s rồi, còn 1s còn lại vừa bật được chiêu cái thì nằm tệ hại r"
133,0,0,0,0,0,0,0,0,0,0,game tệ hại
134,0,0,0,2,0,0,0,0,0,0,game chán. lỡ thoát ra vào lại trận mất 5 phút?
135,0,0,0,2,0,0,0,0,0,0,nghe mỗi cuộc gọi cũng trừ uy tín
136,0,0,0,0,0,0,0,0,0,0,game này hay á
137,0,0,2,0,0,2,0,0,0,0,lạy ạ thức chờ sự kiện nạp quân huy tới sáng vậy không có mất thời gian vô cùng
138,0,2,0,2,0,0,0,2,0,0,gặp hack map nhiều
139,0,0,0,2,0,0,0,0,0,0,không chơi được game??
140,1,0,0,2,0,2,0,0,0,0,android thì không có 120fps ios lại có ???
141,0,0,0,0,0,1,0,0,2,0,"giảm sức mạnh tulen, vì thằng tệ hại đó quá mạnh bắn phát nào là muốn chết phát"
142,0,0,0,0,0,0,0,0,0,0,tệ hại
143,0,2,0,2,0,2,0,2,0,0,"game càng ngày càng tệ hại phá game hàng vạn tố cáo thì không phát hiện, không biết các người làm ăn kiểu gì lơ là ẩu thả, cộng thêm lỗi ngay khi đang đang chơi trong trận, một cái game muốn giải trí mà không giải trí nổi, chán mấy ông thật"
144,0,2,0,2,0,0,0,2,0,0,game càng ngày càng tệ.nhắn tin đàng hoàng thì nói lăng mạ cấm chát.cướp vị trí thì không tố cáo được.chơi lag vô cùng ra.game càng càng tệ không gì tả nổi.
145,0,0,0,0,0,0,0,0,0,0,game tệ hại
146,0,2,0,2,0,0,0,2,0,0,chưa gì gặp hack map với buff bẩn quá chán game
147,0,2,0,0,0,0,0,2,0,0,game như gì ghép 10 trận thua 10 trận đồng đội tệ hại
148,0,0,0,2,0,0,0,0,0,0,vào thì đơ
149,0,2,0,0,0,0,0,0,0,0,ghép trận phải gì đâu không
150,0,0,0,0,2,0,0,0,0,0,trừ uy tín quá nhiều
151,0,0,0,0,0,0,0,0,0,0,game tệ hại
152,0,0,0,0,0,0,0,0,0,0,khỏi hỏi
153,0,2,0,0,0,0,0,0,0,0,ghép trận thua cả tốc chiến
154,0,0,0,2,0,0,0,0,0,0,"lag như gì, chơi toàn văng, khó chịu thật!"
155,0,0,0,0,0,0,0,0,0,2,thua game rồi
156,0,0,0,0,0,0,0,2,0,0,toàn trẻ trâu
157,1,0,0,2,0,0,0,0,1,0,ra tướng được đi skin chuyển giao nhanh mà tướng được không thấy đâu
158,0,0,0,0,2,0,0,0,0,0,chơi tổ hợp mà cứ bị trừ điểm uy tín
159,0,0,0,2,0,1,0,0,0,0,vào trận thì lúc vào được lúc vào không được cần garena khắc phục nhanh
160,0,0,0,2,0,0,0,0,0,0,giảm lag đi
161,0,0,0,0,2,0,0,2,0,0,"hệ thống cấm chat như tệ hại người ta, đứa chửi không cấm, chữ biết chơi thì cấm, theo bản tiếng anh nữa chứ, game như tệ hại"
162,0,2,0,0,0,0,0,0,0,0,game như một ổ tệ hại đề nghị ghép trận công bằng hơn
163,0,0,0,2,0,0,0,0,0,0,hơi lag
164,0,0,0,0,2,0,0,0,0,0,tệ hại vô cùng vậy
165,0,2,0,0,0,0,0,2,0,0,đi rank toàn gặp lũ tệ hại. đề nghị game chỉnh cơ chế ghép rank đơn
166,0,0,0,2,0,0,0,0,0,0,"tải game về chơi, người ta tải tài nguyên bao nhiêu thì kệ người ta, cứ vào game là tự tải, rồi gặp nhiều người ơi điện thoại yếu rồi sao? người ta tải đủ dùng thôi chứ tải hết cái game mày về luôn à? máy cái cơ bản vậy cũng để người chơi phàn nàn, càng ngày càng thấy tệ hại"
167,0,0,0,0,0,0,0,0,0,0,game tệ hại
168,0,0,0,0,0,0,0,0,0,0,game tệ hại
169,0,0,0,0,0,2,0,2,0,0,"game chú ý người tố cáo lại, không phân biệt được ai dùng từ xúc phạm nản game hack chơi bẩn 1 đống không xử lý vô cùng game"
170,0,2,0,0,2,0,0,2,0,0,"trừ uy tín lung tung rất khó chịu, game toàn hack hoặc trẻ trâu, ghép trận toàn team tệ hại"
171,0,2,2,0,0,0,0,0,0,0,"chán, nạp thì ghép đội được không nạp thì vào đội chả ra gì game tệ hại"
172,0,0,0,2,0,1,0,0,0,0,đang chơi tự nhiên game văng mấy lần vào lại thì vào rất chậm wifi thì căng đét mong nhà phát hành sửa lại lỗi này
173,0,2,0,0,0,0,0,0,0,2,má game ghép trận bên kia toàn cao thủ bên mình toàn bot gánh còng lưng
174,0,0,0,0,0,0,0,0,0,0,nói chung là tệ hại
175,0,2,0,0,0,0,0,0,0,0,game tệ hại cho việc ghép đồng đội kim cương mà toàn gặp vàng bạch kim.
176,0,0,0,0,0,1,0,2,0,0,hồi trước đi lên thấy nhiều người chơi quá mới tải về chơi đâu ngờ nguyên một cú lừa thật lừa đảo cho trang web mà lúc đang chơi bị nhiều đứa phá lên báo cáo thì không có vi phạm nhà sản xuất lên nói giúp tôi một câu coi
177,0,0,0,2,0,0,0,0,0,0,hồi trước được giờ vô trận là văng game trừ không biết bao nhiêu là uy tín
178,0,0,0,2,0,0,0,0,0,0,hay bị văng
179,2,0,0,2,0,0,0,0,0,0,bị màn hình dọc hoài
180,0,0,0,0,0,0,0,0,0,0,tệ!
181,0,0,2,2,0,2,0,2,0,0,"game tệ hại ghép toàn tài khoản ngu hack map tràn lan không ban buff bẩn cũng không làm gì được đúng phế vật , skin thì bán đắt vô cùng"
182,0,0,0,2,0,2,0,2,0,0,"game phát hành gần 9 năm rồi mà càng ngày càng nhiều hack. đã thế còn hack công khai, vào trận còn chửi."
183,0,0,0,2,2,2,0,2,0,0,chơi gì tụi nó phá tố cáo không được .chơi lag hoài
184,0,0,0,2,0,0,0,0,0,0,vô game không được dù đã tải hết tài nguyên
185,0,2,0,0,1,0,0,2,0,0,"đánh dở tệ, test tướng nhưng được mvp. thật hài hước vô cùng! tổ hợp trận nào cũng dính troll troll."
186,1,2,0,0,0,0,0,0,0,0,ghép trận với sự kiện tệ hại
187,0,0,0,0,0,0,0,0,0,0,game tệ hại
188,0,0,0,2,0,2,0,0,0,0,"phiên bản quá nặng, 5g mà chơi lag kinh, liên quân càng cập nhật càng tệ, tôi đã chơi cũng khá lâu nhưng thật mà nói càng ngày càng tệ, từ bỏ liên quân nhé"
189,0,2,0,0,0,0,0,2,0,0,game toàn cho ghép tệ hại ta 1 mà gặp toàn phá game game tệ hại
190,0,0,0,0,0,0,0,0,0,0,game nhái bangbang
191,0,2,0,0,0,0,0,0,0,0,ghép trận 10 phút chưa xong tướng thì tệ hại đâu game tệ hại
192,0,0,0,2,0,2,0,2,0,0,cập nhật lắm thế mà toàn tệ hại
193,0,2,0,0,0,0,0,2,0,0,game chơi hay đấy nhưng phá game nhiều vô cùng chơi khó chịu đồng đội afk mà vẫn bị trừ sao.
194,0,2,0,0,0,0,0,2,0,0,"game ghép trận gặp toàn tệ hại, tệ hại, không công bằng"
195,0,0,0,2,0,2,0,2,0,0,"ủa nhà phát hành game có thấy mấy thằng hack lộng hành không vậy, vậy để cái chữ tố cáo hack làm gì cũng tố cáo được đâu, vô dụng vậy mà cũng làm ra hay thật, nếu mà đủ trình độ tạo ra game này thì tại sao lại không thể cấm được mấy bọn hack này đi!!, hack vậy rồi ai chơi được nữa ,không gặp hack thì cũng gặp mấy bọn nhỏ nhỏ cần garena suy xét sử dụng cccd để đăng nhập vào game chứ không thể nào để tình trạng này diễn ra như vậy hoài được, làm vậy chơi chả vui như trước. nếu mà không làm được thì đề nghị dẹp game luôn!"
196,0,0,0,2,0,0,0,0,0,0,game lag quá
197,0,0,0,0,0,0,0,2,0,0,game toàn server đánh thì không ngu mà cứ pick những con tướng không biết chơi
198,0,0,0,2,0,0,0,0,0,0,lâu rồi không chơi bây giờ chơi lại lag thấy bà luôn tệ
199,0,0,0,2,0,0,0,0,0,0,update xong lag vô cùng
200,0,0,0,2,1,0,0,0,0,0,mình bị mất uy tín chơi mấy trận thường xong vẫn không vào chơi đấu hạng được
201,0,0,0,2,0,0,0,0,0,0,cả nửa tháng nay đánh ngon lành cứ tới phút 11 là bị lag đứng 1 lúc xong bị trừ điểm uy tín không hiểu game bị gì
202,0,2,0,0,0,2,0,2,0,0,garena kiểm duyệt kiểu gì không biết đúng sai gì cả thứ nhất rank cao rồi còn ghép trung mấy đứa như rank thấp toàn đi fix mạng thứ 2 buff bẩn thì tràn lan mà không xử lý tụi nó hạ từ đại cao thủ xuống kim cương mà chơi bình thường còn hàng chơi 15k trận đánh như rank đồng thứ 3 tố cáo thì vô ích nhiều khi nhiều người vi phạm mà hệ thống không nhận ra tố cáo 1 trừ có 6 uy tín không sao cho cao lên phạt rát vào 1 người tố cáo trừ 10 15 uy tín cho chúng cẩn thận hơn thứ 4 game ghép kiểu gì toàn gặp ai làm mất hết trải nghiệm
203,0,2,0,2,0,2,0,2,0,0,"game càng ngày càng tệ hại, buff bẩn, vi phạm các thứ tố cáo không được. mạng ở ngoài đủ 5 cục 4g mà vào game vẫn thông báo lag cho được, chán game"
204,0,0,0,0,0,0,0,0,0,0,game ngày càng tệ
205,0,0,0,2,0,0,0,0,0,0,tự nhiên người khác đăng nhập tài khoản tôi tôi đăng nhập lại thì nói chặn tôi là sao? tài khoản biết bao nhiêu là tiền của tôi
206,0,2,0,0,0,0,0,2,0,0,bắt mvp mù
207,0,2,0,0,0,0,0,2,0,0,"ghép đội rất tệ, tôi chơi liên tiếp 8 trận ghép với những người chơi có iq thua học sinh tiểu học."
208,0,2,0,0,0,2,0,2,0,0,"như tệ hại toàn server chơi game không lên buff cho team bạn không gà rán xem lại hệ thống không thì xóa game là vừa rồi, mình đánh hết sức vô gặp server lên feed mạng hết mình nên xem lại đi"
209,0,0,0,0,0,0,0,0,0,0,game quá tệ
210,0,0,0,2,0,2,0,0,0,0,"còn sửa lại lỗi tự động tải tài nguyên đi quá là phiền máy đã yếu rồi gặp kiểu ngày nào vô game cũng bắt tải tài nguyên game về hết không, không phải tôi tự tải mà nó ép tải ngày nào cũng vậy"
211,0,0,0,0,0,0,0,0,0,0,chán vô cùng
212,0,2,0,0,0,0,0,2,0,0,ghép phải toàn tệ hại
213,0,0,0,0,0,1,0,2,0,0,có thể nào làm cho cộng đồng chơi game văn minh hơn không ??
214,1,1,0,2,0,2,0,0,0,0,đồ họa và ghép trận ổn mà văng game vào lại dù mình gánh team cũng không cộng uy tín văng game ảnh hưởng đến tinh thần người dùng mong khắc phục hộ tôi đỡ hơn rồi nhưng mong nhà phát hành sửa chữa cái lỗi cứ văng game rồi trừ uy tín nữa tôi vào liền gánh team rồi trừ 5 uy tín buồn lắm
215,0,0,0,2,0,0,0,0,2,0,anh gà ơi em vào game sao cứ hiện con violet lên tức vô cùng
216,0,2,0,0,0,0,0,2,0,0,"game thì hay đấy, nhưng cách ghép trận kiểu gì, mình rank cao ghép phải mấy tài khoản rank đâu đâu, chơi còn tệ hại, khó chịu vô cùng"
217,0,0,0,2,0,1,0,0,0,0,có thể sửa và mở chế độ tắt bật tính năng tự động tải tài nguyên hay mấy skin được không nhà sản xuất? máy tôi yếu và tôi luôn phải mệt mỗi khi xóa tài nguyên không cần thiết vì tự động tải đó.
218,0,0,0,2,0,0,0,0,0,0,lưu lượng quá nặng .
219,0,2,0,0,0,0,0,2,0,0,tệ hại chơi rank cao mà gặp toàn tệ hại
220,0,0,0,2,0,0,0,0,0,0,"đang chơi tự nhiên bị kick , ức chế vô cùng , mạng căng đét , không ấn lung tung"
221,0,0,0,0,0,2,0,0,0,0,nhắn có chữ mà cũng khóa
222,0,0,0,0,0,0,0,0,0,0,không vui chán
223,0,2,0,2,2,0,0,0,0,0,anh em đừng tải game này ghép như tệ hại y toàn thua. bao afk. không mất sao. đánh xong vẫn mất sao. như thường
224,0,0,0,2,0,0,0,0,0,0,sao cứ tải tài nguyên game xong lại bị mất hết bắt tải lại. đã thế vừa vô trận lại bị văng ra chả hiểu nổi.
225,0,0,0,2,0,0,0,0,0,0,tự nhiên team đang có ưu thế sắp win cái bị văng rồi thua luôn
226,0,0,0,2,0,0,0,0,0,0,lỗi sảnh chờ không chơi được
227,0,0,0,0,2,0,0,2,0,0,hack nhiều đứa phá game tố không được mình ngược lại mất mạng thì báo afk bị trừ uy tín
228,0,0,0,2,0,0,0,0,0,0,lỗi kết nối mạng liên tục văng game liên tục vào lại vô trận ảo lag là do điện thoại tao dổm thật
